;workflow_name;workflow_state;temp_start;temp_close;diff_temp;runs_mean_time;runs_sd_time;runs_mean_time_between_executions;runs_sd_time_between_executions;mean_jobs;sd_jobs;perc_sucess;perc_branch_main;perc_branch_outros;n_runs;n_runs_analyzed;runs_freq
0;Validate Gradle Wrapper;active;2020-02-11T04:52:45.000-03:00;2020-02-11T04:52:45.000-03:00;0:00:00;0:00:21;0:00:04;1:33:06;3:50:15;0.94;0.24;100.0 %;37.0 %;63.0 %;8781;100;2022-04: 100.0 % / 
