;Workflow_Name;State;Created_at;Updated_at;Dev_time;Success_rate;Main_Branch_rate;Other_Branchs_rate;Mean(Execution time);Std_deviation(Execution time);Jobs_mean;Jobs_deviation;Total_runs;Runs_Analyzed;Mean Time Between runs;Std_deviation Time Between runs;runs_freq;Pipeline_Structure
0;Validate;active;2020-08-27;2020-12-20;114 days 3:49:12;84.0 %;0.0 %;100.0 %;0:06:10;0:02:02;4;0.0;734;100;1 day, 15:50:15;4 days, 19:44:00;2022-06: 6.0 % / 2022-05: 16.0 % / 2022-04: 31.0 % / 2022-03: 10.0 % / 2022-02: 22.0 % / 2022-01: 15.0 % / ;lint / gradle-wrapper / unit-test / deploy / 
