;Workflow_Name;State;Created_at;Updated_at;Dev_time;Success_rate;Main_Branch_rate;Other_Branchs_rate;Mean(Execution time);Std_deviation(Execution time);Jobs_mean;Jobs_deviation;Total_runs;Runs_Analyzed;Mean Time Between runs;Std_deviation Time Between runs;runs_freq;Pipeline_Structure
0;CodeQL;active;2021-08-29;2021-08-29;0:00:00;100.0 %;26.0 %;74.0 %;0:01:55;0:03:13;1;0.0;285;100;1 day, 11:10:31;1 day, 9:20:40;2022-07: 3.0 % / 2022-06: 18.0 % / 2022-05: 19.0 % / 2022-04: 15.0 % / 2022-03: 28.0 % / 2022-02: 17.0 % / ;Analyze (javascript) / 
1;pages-build-deployment;active;2021-12-28;2021-12-28;0:00:00;90.0 %;100.0 %;0.0 %;0:00:55;0:00:05;2.1;0.32;10;10;12 days, 10:30:40;15 days, 20:39:37;2022-04: 10.0 % / 2022-03: 20.0 % / 2022-02: 20.0 % / 2022-01: 40.0 % / 2021-12: 10.0 % / ;build / deploy / report-build-status / 
